scale,quad_id,sample_rule,sample_size,sample_fraction,metric_mean,metric_median,metric_sd,metric_min,metric_max,n_boot,metric_method,metric_n_points_min,metric_n_points_max,metric_cv,metric_se,ci_low,ci_high,fixed_4000_mean,delta_from_fixed_4000,rule_type,rule_value,rule_label,rule_axis_label,sample_label,plot_sample_label,source_n_pixels,source_method,selection_note
10m,1803_c,fixed_2000,2000,0.3777148253068933,115.41922762636547,115.27865610770371,1.918468759340101,111.29669388844002,119.05774042706948,50,squared_euclidean_pc1_pc3,2000,2000,0.016621743177406785,0.27131245384478564,114.87400483759421,115.96445041513672,115.24607019445675,0.17315743190872013,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (37.8%)","2,000
37.8%",5295,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1803_c,fixed_3000,3000,0.56657223796034,115.38716783261867,115.45072696947325,1.2143329435916381,111.99820266711285,118.46951717483338,50,squared_euclidean_pc1_pc3,3000,3000,0.010523986041092169,0.17173261180637373,115.04205822852505,115.7322774367123,115.24607019445675,0.14109763816192356,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (56.7%)","3,000
56.7%",5295,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1803_c,fixed_4000,4000,0.7554296506137866,115.24607019445675,115.30858951841317,0.7779755611821592,113.78740739958901,117.24911403307242,50,squared_euclidean_pc1_pc3,4000,4000,0.006750560430125445,0.1100223589818629,115.02497198631626,115.46716840259724,115.24607019445675,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (75.5%)","4,000
75.5%",5295,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1816_c,pct_1,52,0.010013479684190255,126.19600218158833,123.86106594251488,19.49371364429266,93.08843743518985,176.7311591613885,50,squared_euclidean_pc1_pc3,52,52,0.15447172103156168,2.756827421677613,120.65595006194614,131.7360543012305,130.10937055907016,-3.913368377481831,percent,0.01,1% of pixels,1%,1% of pixels = 52 pixels (1.0%),"1%
52 px",5193,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1816_c,pct_2,104,0.02002695936838051,130.60046321802452,128.60850288692603,11.43984902155473,101.6056680265652,159.76302419731144,50,squared_euclidean_pc1_pc3,104,104,0.08759424537765258,1.617838963778328,127.34929409875276,133.85163233729628,130.10937055907016,0.49109265895435783,percent,0.02,2% of pixels,2%,2% of pixels = 104 pixels (2.0%),"2%
104 px",5193,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1816_c,pct_3,156,0.03004043905257077,128.10923864169234,128.69504103643266,11.818865700272466,104.42821453521796,151.8115861596861,50,squared_euclidean_pc1_pc3,156,156,0.09225615440060926,1.671440016519151,124.75035417414857,131.4681231092361,130.10937055907016,-2.0001319173778143,percent,0.03,3% of pixels,3%,3% of pixels = 156 pixels (3.0%),"3%
156 px",5193,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1816_c,fixed_1250,1250,0.24070864625457347,129.79913375211729,130.0755732308901,3.4205630188149025,121.08045896325851,137.9667861746765,50,squared_euclidean_pc1_pc3,1250,1250,0.026352741500935528,0.48374066121598913,128.82702049814512,130.77124700608945,130.10937055907016,-0.31023680695287226,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (24.1%)","1,250
24.1%",5193,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1816_c,fixed_2000,2000,0.38513383400731754,129.72978582961642,130.0949433125869,2.2711993926127354,124.86575686796934,135.30168922917034,50,squared_euclidean_pc1_pc3,2000,2000,0.017507154413988372,0.3211960983886466,129.08431810403206,130.37525355520077,130.10937055907016,-0.37958472945373956,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (38.5%)","2,000
38.5%",5193,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1816_c,fixed_3000,3000,0.5777007510109763,129.98150616651972,129.85671978096974,1.5720775958867466,126.14100494672738,133.6934926591429,50,squared_euclidean_pc1_pc3,3000,3000,0.012094625168235494,0.22232534572059268,129.53472665717342,130.42828567586602,130.10937055907016,-0.12786439255043547,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (57.8%)","3,000
57.8%",5193,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1816_c,fixed_4000,4000,0.7702676680146351,130.10937055907016,130.24620528925422,0.9667882408610717,128.20196367825102,132.4932383386257,50,squared_euclidean_pc1_pc3,4000,4000,0.007430581184943525,0.13672450421685542,129.8346123810872,130.38412873705312,130.10937055907016,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (77.0%)","4,000
77.0%",5193,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1912_c,pct_1,55,0.01006036217303823,130.24523090593166,127.09157287251148,18.861720222875018,99.05113024574896,184.68815729791447,50,squared_euclidean_pc1_pc3,55,55,0.14481697403951557,2.6674500548876727,124.88478932935037,135.60567248251297,132.72509300900327,-2.4798621030716106,percent,0.01,1% of pixels,1%,1% of pixels = 55 pixels (1.0%),"1%
55 px",5467,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1912_c,pct_2,109,0.019937808670203037,132.00760120838936,133.72314508052926,10.859914376477938,106.6969323934791,154.2907176511878,50,squared_euclidean_pc1_pc3,109,109,0.08226734125207154,1.5358238197425653,128.92124769164147,135.09395472513725,132.72509300900327,-0.7174918006139137,percent,0.02,2% of pixels,2%,2% of pixels = 109 pixels (2.0%),"2%
109 px",5467,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1912_c,pct_3,164,0.029998170843241266,133.57344933844013,132.85286175968116,8.48824085407515,117.09630237276815,152.9344787558245,50,squared_euclidean_pc1_pc3,164,164,0.06354736585837632,1.200418533652246,131.16111797902158,135.98578069785867,132.72509300900327,0.8483563294368537,percent,0.03,3% of pixels,3%,3% of pixels = 164 pixels (3.0%),"3%
164 px",5467,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1912_c,fixed_1250,1250,0.22864459484177793,132.56375284700187,132.46503621717406,3.5001629184849827,125.29637678661051,142.54991173774332,50,squared_euclidean_pc1_pc3,1250,1250,0.026403619717410138,0.49499778698368563,131.5690175518457,133.55848814215804,132.72509300900327,-0.16134016200140877,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (22.9%)","1,250
22.9%",5467,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1912_c,fixed_2000,2000,0.3658313517468447,132.8472322037963,133.13244262124925,2.305935533915313,125.9411829710908,138.8870384781526,50,squared_euclidean_pc1_pc3,2000,2000,0.01735779884655676,0.326108530602108,132.1918925760817,133.5025718315109,132.72509300900327,0.12213919479302149,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (36.6%)","2,000
36.6%",5467,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1912_c,fixed_3000,3000,0.5487470276202671,133.33234255049723,133.4865013045386,1.6823037744133162,130.21048175451284,136.7423046008475,50,squared_euclidean_pc1_pc3,3000,3000,0.01261737206616747,0.23791368138067595,132.85423710782038,133.81044799317408,132.72509300900327,0.6072495414939567,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (54.9%)","3,000
54.9%",5467,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1912_c,fixed_4000,4000,0.7316627034936894,132.72509300900327,132.88521039150442,0.9953846805867329,129.88302417121022,135.0179831245403,50,squared_euclidean_pc1_pc3,4000,4000,0.007499596783248907,0.14076865150641688,132.4422078127719,133.00797820523465,132.72509300900327,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (73.2%)","4,000
73.2%",5467,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1917_c,pct_1,55,0.010088041085840058,128.21712091677628,127.24811865326319,20.499887698743464,88.14759103726112,183.88157823754412,50,squared_euclidean_pc1_pc3,55,55,0.15988416798135421,2.899121921068838,122.3911172947778,134.04312453877478,130.45690920580947,-2.2397882890331857,percent,0.01,1% of pixels,1%,1% of pixels = 55 pixels (1.0%),"1%
55 px",5452,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1917_c,pct_2,109,0.01999266324284666,128.14935527795876,126.05773129605836,14.325700463149547,98.82315264608661,163.0464420236962,50,squared_euclidean_pc1_pc3,109,109,0.11178909509202593,2.025959988548062,124.07803625355794,132.22067430235958,130.45690920580947,-2.307553927850705,percent,0.02,2% of pixels,2%,2% of pixels = 109 pixels (2.0%),"2%
109 px",5452,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1917_c,pct_3,164,0.03008070432868672,130.38071113078115,129.06788788326824,11.276298863734862,108.43291399630922,160.72904112679345,50,squared_euclidean_pc1_pc3,164,164,0.0864874778326982,1.5947094786466163,127.17602245207763,133.58539980948467,130.45690920580947,-0.07619807502831577,percent,0.03,3% of pixels,3%,3% of pixels = 164 pixels (3.0%),"3%
164 px",5452,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1917_c,fixed_1250,1250,0.2292736610418195,130.09070455475992,130.8187250576575,3.749240758201321,119.42213914656028,138.0140669969557,50,squared_euclidean_pc1_pc3,1250,1250,0.02882020487961251,0.5302227128850294,129.0251821207827,131.15622698873716,130.45690920580947,-0.3662046510495429,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (22.9%)","1,250
22.9%",5452,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1917_c,fixed_2000,2000,0.36683785766691124,130.68628246527481,130.75740611429075,2.3356711088373796,126.20827047498084,136.4930010063023,50,squared_euclidean_pc1_pc3,2000,2000,0.01787235098265191,0.33031377593608274,130.02249208067101,131.35007284987861,130.45690920580947,0.2293732594653477,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (36.7%)","2,000
36.7%",5452,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1917_c,fixed_3000,3000,0.5502567865003668,130.30803020600433,130.25909643056843,1.830907990380651,125.63147825482618,134.2580797694453,50,squared_euclidean_pc1_pc3,3000,3000,0.01405061520373045,0.2589294911453585,129.78769191243615,130.82836849957252,130.45690920580947,-0.14887899980513453,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (55.0%)","3,000
55.0%",5452,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1917_c,fixed_4000,4000,0.7336757153338225,130.45690920580947,130.48789728649825,1.2730486763912583,128.11567441773576,133.21480002109385,50,squared_euclidean_pc1_pc3,4000,4000,0.009758384466880864,0.18003627037136347,130.09511277508608,130.81870563653285,130.45690920580947,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (73.4%)","4,000
73.4%",5452,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,204_d,pct_1,71,0.00993423814187771,170.8837409173982,168.40737751737382,24.025480436887413,126.4782022164465,235.01038525174636,50,squared_euclidean_pc1_pc3,71,71,0.14059547331949418,3.397716027637565,164.0557749254606,177.7117069093358,175.7173803618128,-4.833639444414587,percent,0.01,1% of pixels,1%,1% of pixels = 71 pixels (1.0%),"1%
71 px",7147,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,204_d,pct_2,143,0.02000839513082412,175.9254528420381,175.32850917151075,15.05220155831081,147.41551441139288,210.2728951268532,50,squared_euclidean_pc1_pc3,143,143,0.08556011262239607,2.128702758733658,171.64766449087824,180.20324119319798,175.7173803618128,0.20807248022532576,percent,0.02,2% of pixels,2%,2% of pixels = 143 pixels (2.0%),"2%
143 px",7147,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,204_d,pct_3,214,0.029942633272701833,175.55409881196513,176.25170128699156,13.645281668162875,147.8476810898871,205.9665182470031,50,squared_euclidean_pc1_pc3,214,214,0.07772693295403059,1.9297342397516908,171.67615266951972,179.43204495441054,175.7173803618128,-0.1632815498476532,percent,0.03,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",7147,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,204_d,fixed_1250,1250,0.17489855883587518,175.86990456435743,176.24038784056535,4.6957188208348235,165.67902112263198,186.41091943559607,50,squared_euclidean_pc1_pc3,1250,1250,0.02669995660978188,0.6640749241515205,174.53539604118404,177.2044130875308,175.7173803618128,0.15252420254464027,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",7147,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,204_d,fixed_2000,2000,0.2798376941374003,175.42036042499691,175.51379474015997,3.5024712947161523,163.99410260082263,181.66169042330915,50,squared_euclidean_pc1_pc3,2000,2000,0.019966161774098486,0.4953242406810036,174.42496909657453,176.4157517534193,175.7173803618128,-0.2970199368158717,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",7147,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,204_d,fixed_3000,3000,0.41975654120610045,175.26039193349163,175.13587852152727,2.5381805784469376,168.5852236250996,181.76661520755957,50,squared_euclidean_pc1_pc3,3000,3000,0.014482339965382106,0.35895293977916465,174.53904899441667,175.9817348725666,175.7173803618128,-0.4569884283211536,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (42.0%)","3,000
42.0%",7147,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,204_d,fixed_4000,4000,0.5596753882748006,175.7173803618128,175.8001030633689,1.7958645909547999,170.91319696132058,179.11920811567447,50,squared_euclidean_pc1_pc3,4000,4000,0.0102201875947445,0.25397360607138886,175.20700129216732,176.22775943145825,175.7173803618128,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (56.0%)","4,000
56.0%",7147,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,217_d,pct_1,78,0.009936305732484076,152.30939121398245,154.68515420600366,20.41423257612231,102.28490785079778,195.0957344363786,50,squared_euclidean_pc1_pc3,78,78,0.13403134510229875,2.8870084574590815,146.50773050849,158.1110519194749,155.94013805455532,-3.6307468405728685,percent,0.01,1% of pixels,1%,1% of pixels = 78 pixels (1.0%),"1%
78 px",7850,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,217_d,pct_2,157,0.02,155.71198342274704,154.77140577110234,11.761239022262917,133.89253165092123,190.64380156744758,50,squared_euclidean_pc1_pc3,157,157,0.07553200957136345,1.6632903735595896,152.36947627588626,159.05449056960782,155.94013805455532,-0.22815463180828033,percent,0.02,2% of pixels,2%,2% of pixels = 157 pixels (2.0%),"2%
157 px",7850,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,217_d,pct_3,236,0.030063694267515925,153.00108040158003,152.0287013606686,10.54637766263947,130.17094538861616,178.5519903634009,50,squared_euclidean_pc1_pc3,236,236,0.06893008621219225,1.49148303244134,150.00383303298747,155.99832777017258,155.94013805455532,-2.9390576529752934,percent,0.03,3% of pixels,3%,3% of pixels = 236 pixels (3.0%),"3%
236 px",7850,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,217_d,fixed_1250,1250,0.1592356687898089,155.6571894277237,155.9630601006009,4.198087427533665,144.26865408439966,165.1976665060284,50,squared_euclidean_pc1_pc3,1250,1250,0.026970083701035617,0.5936992176046086,154.46410618172246,156.85027267372493,155.94013805455532,-0.2829486268316259,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (15.9%)","1,250
15.9%",7850,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,217_d,fixed_2000,2000,0.25477707006369427,155.40588162029624,155.13964666841653,3.211886792857528,148.39211809658036,167.6512422113218,50,squared_euclidean_pc1_pc3,2000,2000,0.02066772994284182,0.45422938632661397,154.49307349355786,156.31868974703463,155.94013805455532,-0.5342564342590777,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (25.5%)","2,000
25.5%",7850,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,217_d,fixed_3000,3000,0.3821656050955414,155.59886927422613,155.38088325826658,2.6724397152078074,150.45001415089388,161.67260678109758,50,squared_euclidean_pc1_pc3,3000,3000,0.017175187247009633,0.3779400489871373,154.83937031066216,156.3583682377901,155.94013805455532,-0.3412687803291874,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (38.2%)","3,000
38.2%",7850,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,217_d,fixed_4000,4000,0.5095541401273885,155.94013805455532,156.43377187908368,1.9400995144862978,151.3557829386297,159.30237788814176,50,squared_euclidean_pc1_pc3,4000,4000,0.012441309458168867,0.27437150457399795,155.38876787318952,156.49150823592112,155.94013805455532,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (51.0%)","4,000
51.0%",7850,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,22_c,pct_1,71,0.009949551569506726,211.60805990155094,212.63166497021217,32.34906878042186,139.4348520739462,292.9607978283948,50,squared_euclidean_pc1_pc3,71,71,0.15287257392498196,4.574849179941267,202.41455627593996,220.80156352716193,208.20840420525974,3.3996556962912052,percent,0.01,1% of pixels,1%,1% of pixels = 71 pixels (1.0%),"1%
71 px",7136,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,22_c,pct_2,143,0.020039237668161434,205.25018827936404,205.96927210537234,17.912124323333916,154.0637528063579,239.04176872595946,50,squared_euclidean_pc1_pc3,143,143,0.08726970958464554,2.533156914897182,200.15961887142396,210.34075768730412,208.20840420525974,-2.9582159258957006,percent,0.02,2% of pixels,2%,2% of pixels = 143 pixels (2.0%),"2%
143 px",7136,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,22_c,pct_3,214,0.02998878923766816,204.40752154587267,204.99841003116575,18.24022881943796,159.64846827347534,237.333305565686,50,squared_euclidean_pc1_pc3,214,214,0.08923462640460875,2.5795578977237748,199.2237058718658,209.59133721987953,208.20840420525974,-3.800882659387071,percent,0.03,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",7136,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,22_c,fixed_1250,1250,0.17516816143497757,207.49350056060868,207.1532825775531,5.722830907740219,196.217458195924,223.2219551059972,50,squared_euclidean_pc1_pc3,1250,1250,0.027580771890580665,0.8093305084894148,205.86709001209513,209.11991110912223,208.20840420525974,-0.7149036446510593,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",7136,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,22_c,fixed_2000,2000,0.2802690582959641,207.74613138879266,207.7604122077292,4.5469848550465635,198.66545365676797,218.00553193978251,50,squared_euclidean_pc1_pc3,2000,2000,0.02188721794552686,0.6430407649911911,206.45389259100173,209.0383701865836,208.20840420525974,-0.4622728164670775,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",7136,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,22_c,fixed_3000,3000,0.4204035874439462,206.92284707085665,207.15956084461843,3.7383596447013216,199.47077044753507,216.88806468605333,50,squared_euclidean_pc1_pc3,3000,3000,0.018066442143149102,0.5286838910564874,205.8604170151204,207.9852771265929,208.20840420525974,-1.285557134403092,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (42.0%)","3,000
42.0%",7136,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,22_c,fixed_4000,4000,0.5605381165919282,208.20840420525974,208.0096045790088,2.5447078949743114,203.02814304618687,214.39521985216714,50,squared_euclidean_pc1_pc3,4000,4000,0.012221926894294055,0.35987604173505605,207.4852062233529,208.9316021871666,208.20840420525974,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (56.1%)","4,000
56.1%",7136,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,319_c,pct_1,90,0.010018924635422465,180.61509400366765,176.7519951704526,23.819755391334883,136.31870950628257,231.45820844053563,50,squared_euclidean_pc1_pc3,90,90,0.13188131104286993,3.368622112683544,173.84559442277282,187.38459358456248,181.84508760046873,-1.22999359680108,percent,0.01,1% of pixels,1%,1% of pixels = 90 pixels (1.0%),"1%
90 px",8983,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,319_c,pct_2,180,0.02003784927084493,182.5549726146408,179.7318292523184,17.695547258786416,142.98792956093544,233.85157415231697,50,squared_euclidean_pc1_pc3,180,180,0.09693270473733041,2.502528292698979,177.52595372741763,187.58399150186398,181.84508760046873,0.7098850141720732,percent,0.02,2% of pixels,2%,2% of pixels = 180 pixels (2.0%),"2%
180 px",8983,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,319_c,pct_3,269,0.029945452521429366,182.24227611187644,182.78462091299963,14.114885508304333,140.92563197868327,222.19198020808471,50,squared_euclidean_pc1_pc3,269,269,0.0774512138974788,1.9961462517187445,178.2308700347341,186.25368218901878,181.84508760046873,0.3971885114077054,percent,0.03,3% of pixels,3%,3% of pixels = 269 pixels (3.0%),"3%
269 px",8983,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,319_c,fixed_1250,1250,0.13915173104753423,182.13613015724124,182.64101850716037,5.514474895277384,168.53617078785732,190.67748269790164,50,squared_euclidean_pc1_pc3,1250,1250,0.030276666636743863,0.7798645186267229,180.56893373229326,183.70332658218922,181.84508760046873,0.2910425567725099,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (13.9%)","1,250
13.9%",8983,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,319_c,fixed_2000,2000,0.22264276967605476,181.00975688503635,179.67271179840554,4.5685344316895495,171.91916230238434,192.17980126200254,50,squared_euclidean_pc1_pc3,2000,2000,0.025239161193897054,0.6460883353463821,179.71139376532622,182.30812000474648,181.84508760046873,-0.8353307154323772,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (22.3%)","2,000
22.3%",8983,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,319_c,fixed_3000,3000,0.3339641545140822,181.0515545159818,180.47834191825189,3.6478877062164066,175.4058226066585,189.52763963750408,50,squared_euclidean_pc1_pc3,3000,3000,0.02014833684233515,0.5158892268145322,180.01483630067355,182.08827273129003,181.84508760046873,-0.7935330844869384,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (33.4%)","3,000
33.4%",8983,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,319_c,fixed_4000,4000,0.4452855393521095,181.84508760046873,181.2519263919832,2.3323726947831753,177.39797605012538,187.39579425129963,50,squared_euclidean_pc1_pc3,4000,4000,0.012826151784246292,0.32984730974710497,181.18223461476725,182.5079405861702,181.84508760046873,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (44.5%)","4,000
44.5%",8983,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,409_d,pct_1,60,0.010018367006177992,217.2548240079846,211.4259186629594,33.41091315944941,155.04882412090353,290.1476448908569,50,squared_euclidean_pc1_pc3,60,60,0.1537867493253981,4.725016652136307,207.75954754882818,226.75010046714104,220.1711250623097,-2.916301054325089,percent,0.01,1% of pixels,1%,1% of pixels = 60 pixels (1.0%),"1%
60 px",5989,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,409_d,pct_2,120,0.020036734012355985,223.43853015936986,217.50109847958015,23.812162938082196,184.76839354659273,292.5222721274547,50,squared_euclidean_pc1_pc3,120,120,0.10657142669663071,3.3675483776473807,216.67118832981495,230.20587198892477,220.1711250623097,3.2674050970601627,percent,0.02,2% of pixels,2%,2% of pixels = 120 pixels (2.0%),"2%
120 px",5989,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,409_d,pct_3,180,0.03005510101853398,220.5602874576257,220.81516789287429,20.38546569397026,184.6738629089774,270.4267625596548,50,squared_euclidean_pc1_pc3,180,180,0.09242582120721411,2.88294020597042,214.76680220958326,226.35377270566812,220.1711250623097,0.38916239531599217,percent,0.03,3% of pixels,3%,3% of pixels = 180 pixels (3.0%),"3%
180 px",5989,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,409_d,fixed_1250,1250,0.20871597929537486,218.9893125212072,219.0275747883722,6.741172309174246,201.73478783861714,236.7043948010435,50,squared_euclidean_pc1_pc3,1250,1250,0.030783110972693803,0.9533457305928174,217.073492548585,220.90513249382943,220.1711250623097,-1.181812541102488,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (20.9%)","1,250
20.9%",5989,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,409_d,fixed_2000,2000,0.33394556687259974,221.1154739105905,221.35418554044819,5.154332032114994,206.19610942325883,233.27126169279512,50,squared_euclidean_pc1_pc3,2000,2000,0.023310589444315338,0.7289326264791101,219.6506289548825,222.5803188662985,220.1711250623097,0.9443488482808107,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (33.4%)","2,000
33.4%",5989,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,409_d,fixed_3000,3000,0.5009183503088996,220.85360429488526,220.3520191282189,3.731734972378426,213.032932380117,230.12590815896382,50,squared_euclidean_pc1_pc3,3000,3000,0.01689687150133981,0.5277470209119557,219.79305695019187,221.91415163957865,220.1711250623097,0.6824792325755595,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (50.1%)","3,000
50.1%",5989,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,409_d,fixed_4000,4000,0.6678911337451995,220.1711250623097,220.05496435817756,2.4125313639010098,214.49559999302693,225.6446189551965,50,squared_euclidean_pc1_pc3,4000,4000,0.010957528437111131,0.3411834574479269,219.4854912349042,220.8567588897152,220.1711250623097,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (66.8%)","4,000
66.8%",5989,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,503_c,pct_1,74,0.009995947588815345,155.963157792613,157.50921396057495,17.643897365998136,115.93671569850453,203.05814871876373,50,squared_euclidean_pc1_pc3,74,74,0.11312862355261838,2.495223894811349,150.94881764250695,160.97749794271905,158.64895118486612,-2.6857933922531174,percent,0.01,1% of pixels,1%,1% of pixels = 74 pixels (1.0%),"1%
74 px",7403,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,503_c,pct_2,148,0.01999189517763069,154.63706211112958,153.30513404795414,12.695377878906035,128.5637576412468,178.71042128992997,50,squared_euclidean_pc1_pc3,148,148,0.08209789881925285,1.795397557580029,151.02907563861444,158.24504858364472,158.64895118486612,-4.0118890737365405,percent,0.02,2% of pixels,2%,2% of pixels = 148 pixels (2.0%),"2%
148 px",7403,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,503_c,pct_3,222,0.029987842766446036,160.3442648827396,160.49750958350648,9.498393677539081,143.78920663189425,180.7781528901472,50,squared_euclidean_pc1_pc3,222,222,0.05923750178707854,1.3432757159534625,157.64485126732245,163.04367849815674,158.64895118486612,1.6953136978734733,percent,0.03,3% of pixels,3%,3% of pixels = 222 pixels (3.0%),"3%
222 px",7403,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
